State,District,Year,Crop,Season,Yield,Soil_Mois,Soil_Temp
Karnataka,Bagalkot,2020,Moong_Green_Gram,Kharif,0.19,65,24.15
Karnataka,Bagalkot,2020,Moong_Green_Gram,Rabi,0.3,66,24.04
Karnataka,Bagalkot,2020,Onion,Kharif,5.83,66,25.03
Karnataka,Bagalkot,2020,Onion,Rabi,21.1,73,24.58
Karnataka,Bagalkot,2020,Potato,Kharif,7,65,25.03
Karnataka,Bagalkot,2020,Potato,Rabi,15.87,74,23.13
Karnataka,Bagalkot,2020,Ragi,Kharif,1.76,66,23.57
Karnataka,Bagalkot,2020,Ragi,Rabi,1.54,63,25.93
Karnataka,Bagalkot,2020,Rice,Kharif,3.3,66,24.15
Karnataka,Bagalkot,2020,Rice,Rabi,2.57,66,24.04
Karnataka,Bagalkot,2020,Sesamum,Kharif,0.84,65,25.03
Karnataka,Bagalkot,2020,Sesamum,Rabi,1.62,73,24.58
Karnataka,Bagalkot,2020,Soyabean,Kharif,1.25,65,25.03
Karnataka,Bagalkot,2020,Soyabean,Rabi,1.67,74,23.13
Karnataka,Bagalkot,2020,Sunflower,Kharif,0.99,67,24.15
Karnataka,Bagalkot,2020,Sunflower,Rabi,0.74,63,25.93
Karnataka,Bagalkot,2020,Urad,Kharif,0.33,66,25.03
Karnataka,Bagalkot,2020,Urad,Rabi,0.54,66,24.04
Karnataka,Bagalkot,2021,Arhar_Tur,Kharif,0.68,70,25.82
Karnataka,Bagalkot,2021,Arhar_Tur,Rabi,0.22,73,24.58
Karnataka,Bagalkot,2021,Bajra,Kharif,1.43,70,25.82
Karnataka,Bagalkot,2021,Bajra,Rabi,0.18,74,23.13
Karnataka,Bagalkot,2021,Castor_Seed,Kharif,0.91,66,25.82
Karnataka,Bagalkot,2021,Castor_Seed,Rabi,2.56,63,25.93
Karnataka,Bagalkot,2021,Cotton,Kharif,2.95,65,24.15
Karnataka,Bagalkot,2021,Cotton,Rabi,0.8,66,24.04
Karnataka,Bagalkot,2021,Cowpea,Kharif,0.35,70,24.15
Karnataka,Bagalkot,2021,Cowpea,Rabi,0.64,73,24.58
Karnataka,Bagalkot,2021,Dry_Chillies,Kharif,0.58,65,25.82
Karnataka,Bagalkot,2021,Dry_Chillies,Rabi,2.1,74,23.13
Karnataka,Bagalkot,2021,Groundnut,Kharif,0.86,70,25.82
Karnataka,Bagalkot,2021,Groundnut,Rabi,2.16,63,25.93
Karnataka,Bagalkot,2021,Horse_Gram,Kharif,0.51,70,25.03
Karnataka,Bagalkot,2021,Horse_Gram,Rabi,0.46,66,24.04
Karnataka,Bagalkot,2021,Jowar,Kharif,2.08,66,25.82
Karnataka,Bagalkot,2021,Jowar,Rabi,1.27,73,24.58
Karnataka,Bagalkot,2021,Maize,Kharif,4,70,23.57
Karnataka,Bagalkot,2021,Maize,Rabi,3.73,74,23.13
Karnataka,Bagalkot,2021,Moong_Green_Gram,Kharif,0.29,70,25.03
Karnataka,Bagalkot,2021,Moong_Green_Gram,Rabi,0.26,63,25.93
Karnataka,Bagalkot,2021,Onion,Kharif,7.38,67,23.57
Karnataka,Bagalkot,2021,Onion,Rabi,12.14,66,24.04
Karnataka,Bagalkot,2021,Potato,Kharif,7.16,66,24.15
Karnataka,Bagalkot,2021,Potato,Rabi,14.33,73,24.58
Karnataka,Bagalkot,2021,Ragi,Kharif,1.32,66,23.57
Karnataka,Bagalkot,2021,Ragi,Rabi,1.36,74,23.13
Karnataka,Bagalkot,2021,Rice,Kharif,2.79,70,24.15
Karnataka,Bagalkot,2021,Rice,Rabi,2.57,63,25.93
Karnataka,Bagalkot,2021,Sesamum,Kharif,0.81,66,23.57
Karnataka,Bagalkot,2021,Sesamum,Rabi,1.66,66,24.04
Karnataka,Bagalkot,2021,Soyabean,Kharif,1.21,70,25.03
Karnataka,Bagalkot,2021,Soyabean,Rabi,1.46,73,24.58
Karnataka,Bagalkot,2021,Sunflower,Kharif,0.9,66,23.57
Karnataka,Bagalkot,2021,Sunflower,Rabi,0.87,74,23.13
Karnataka,Bagalkot,2021,Urad,Kharif,0.31,67,24.15
Karnataka,Bagalkot,2021,Urad,Rabi,0.5,63,25.93
Karnataka,Bagalkot,2022,Arhar_Tur,Kharif,0.67,70,24.15
Karnataka,Bagalkot,2022,Arhar_Tur,Rabi,0.13,66,24.04
Karnataka,Bagalkot,2022,Bajra,Kharif,1.52,67,23.57
Karnataka,Bagalkot,2022,Bajra,Rabi,0.19,73,24.58
Karnataka,Bagalkot,2022,Castor_Seed,Kharif,0.63,67,24.15
Karnataka,Bagalkot,2022,Castor_Seed,Rabi,2.42,74,23.13
Karnataka,Bagalkot,2022,Cotton,Kharif,3.26,66,25.82
Karnataka,Bagalkot,2022,Cotton,Rabi,0.9,63,25.93
Karnataka,Bagalkot,2022,Cowpea,Kharif,0.37,65,25.03
Karnataka,Bagalkot,2022,Cowpea,Rabi,0.58,66,24.04
Karnataka,Bagalkot,2022,Dry_Chillies,Kharif,0.95,65,23.57
Karnataka,Bagalkot,2022,Dry_Chillies,Rabi,2.1,73,24.58
Karnataka,Bagalkot,2022,Groundnut,Kharif,0.95,67,23.57
Karnataka,Bagalkot,2022,Groundnut,Rabi,2.18,74,23.13
Karnataka,Bagalkot,2022,Horse_Gram,Kharif,0.42,67,24.15
Karnataka,Bagalkot,2022,Horse_Gram,Rabi,0.46,63,25.93
Karnataka,Bagalkot,2022,Jowar,Kharif,1.81,67,25.82
Karnataka,Bagalkot,2022,Jowar,Rabi,1.18,66,24.04
Karnataka,Bagalkot,2022,Maize,Kharif,4.42,67,25.82
Karnataka,Bagalkot,2022,Maize,Rabi,3.92,73,24.58
Karnataka,Bagalkot,2022,Moong_Green_Gram,Kharif,0.27,70,24.15
Karnataka,Bagalkot,2022,Moong_Green_Gram,Rabi,0.26,74,23.13
Karnataka,Bagalkot,2022,Onion,Kharif,10.2,65,23.57
Karnataka,Bagalkot,2022,Onion,Rabi,13.59,63,25.93
Karnataka,Bagalkot,2022,Potato,Kharif,7.16,65,24.15
Karnataka,Bagalkot,2022,Potato,Rabi,17.47,66,24.04
Karnataka,Bagalkot,2022,Ragi,Kharif,1.42,67,24.15
Karnataka,Bagalkot,2022,Ragi,Rabi,1.42,73,24.58
Karnataka,Bagalkot,2022,Rice,Kharif,3.29,66,24.15
Karnataka,Bagalkot,2022,Rice,Rabi,2.57,74,23.13
Karnataka,Bagalkot,2022,Sesamum,Kharif,0.81,67,23.57
Karnataka,Bagalkot,2022,Sesamum,Rabi,1.6,63,25.93
Karnataka,Bagalkot,2022,Soyabean,Kharif,1.15,65,25.82
Karnataka,Bagalkot,2022,Soyabean,Rabi,1.72,66,24.04
Karnataka,Bagalkot,2022,Sunflower,Kharif,0.91,66,23.57
Karnataka,Bagalkot,2022,Sunflower,Rabi,0.8,73,24.58
Karnataka,Bagalkot,2022,Urad,Kharif,0.26,66,23.57
Karnataka,Bagalkot,2022,Urad,Rabi,0.5,74,23.13
Karnataka,Chikmagalur,2015,Arhar_Tur,Kharif,0.37,70,24.15
Karnataka,Chikmagalur,2015,Arhar_Tur,Rabi,0.25,63,25.93
Karnataka,Chikmagalur,2015,Bajra,Kharif,1.16,70,24.15
Karnataka,Chikmagalur,2015,Bajra,Rabi,0.16,66,24.04
Karnataka,Chikmagalur,2015,Castor_Seed,Kharif,0.53,70,23.57
Karnataka,Chikmagalur,2015,Castor_Seed,Rabi,1.61,73,24.58
Karnataka,Chikmagalur,2015,Cotton,Kharif,1.37,67,24.15
Karnataka,Chikmagalur,2015,Cotton,Rabi,0.77,74,23.13
Karnataka,Chikmagalur,2015,Cowpea,Kharif,0.38,65,23.57
Karnataka,Chikmagalur,2015,Cowpea,Rabi,0.48,63,25.93
Karnataka,Chikmagalur,2015,Dry_Chillies,Kharif,0.58,65,25.03
Karnataka,Chikmagalur,2015,Dry_Chillies,Rabi,2.02,66,24.04
Karnataka,Chikmagalur,2015,Groundnut,Kharif,0.66,66,24.15
Karnataka,Chikmagalur,2015,Groundnut,Rabi,2.16,73,24.58
Karnataka,Chikmagalur,2015,Horse_Gram,Kharif,0.6,65,23.57
Karnataka,Chikmagalur,2015,Horse_Gram,Rabi,0.68,74,23.13
Karnataka,Chikmagalur,2015,Jowar,Kharif,0.7,65,24.15
Karnataka,Chikmagalur,2015,Jowar,Rabi,0.96,63,25.93
Karnataka,Chikmagalur,2015,Maize,Kharif,2.39,67,25.03
Karnataka,Chikmagalur,2015,Maize,Rabi,3.28,66,24.04
Karnataka,Chikmagalur,2015,Moong_Green_Gram,Kharif,0.41,67,23.57
Karnataka,Chikmagalur,2015,Moong_Green_Gram,Rabi,0.26,73,24.58
Karnataka,Chikmagalur,2015,Onion,Kharif,4.71,70,24.15
Karnataka,Chikmagalur,2015,Onion,Rabi,11.59,74,23.13
Karnataka,Chikmagalur,2015,Potato,Kharif,5.46,65,24.15
Karnataka,Chikmagalur,2015,Potato,Rabi,15,63,25.93
Karnataka,Chikmagalur,2015,Ragi,Kharif,1.39,70,24.15
Karnataka,Chikmagalur,2015,Ragi,Rabi,1.42,66,24.04
Karnataka,Chikmagalur,2015,Rice,Kharif,2.68,66,25.82
Karnataka,Chikmagalur,2015,Rice,Rabi,2.57,73,24.58
Karnataka,Chikmagalur,2015,Sesamum,Kharif,0.89,70,23.57
Karnataka,Chikmagalur,2015,Sesamum,Rabi,1.53,74,23.13
Karnataka,Chikmagalur,2015,Soyabean,Kharif,1.08,67,25.03
Karnataka,Chikmagalur,2015,Soyabean,Rabi,1.21,63,25.93
Karnataka,Chikmagalur,2015,Sunflower,Kharif,0.31,65,25.82
Karnataka,Chikmagalur,2015,Sunflower,Rabi,0.46,66,24.04
Karnataka,Chikmagalur,2015,Urad,Kharif,0.43,65,25.82
Karnataka,Chikmagalur,2015,Urad,Rabi,0.5,73,24.58
Karnataka,Chikmagalur,2016,Arhar_Tur,Kharif,1,66,25.82
Karnataka,Chikmagalur,2016,Arhar_Tur,Rabi,0.25,74,23.13
Karnataka,Chikmagalur,2016,Bajra,Kharif,1.16,65,25.82
Karnataka,Chikmagalur,2016,Bajra,Rabi,0.12,63,25.93
Karnataka,Chikmagalur,2016,Castor_Seed,Kharif,0.49,67,24.15
Karnataka,Chikmagalur,2016,Castor_Seed,Rabi,1.1,66,24.04
Karnataka,Chikmagalur,2016,Cotton,Kharif,0.64,65,25.03
Karnataka,Chikmagalur,2016,Cotton,Rabi,0.77,73,24.58
Karnataka,Chikmagalur,2016,Cowpea,Kharif,0.77,67,23.57
Karnataka,Chikmagalur,2016,Cowpea,Rabi,0.48,74,23.13
Karnataka,Chikmagalur,2016,Dry_Chillies,Kharif,0.9,66,25.03
Karnataka,Chikmagalur,2016,Dry_Chillies,Rabi,1.95,63,25.93
Karnataka,Chikmagalur,2016,Groundnut,Kharif,0.68,66,24.15
Karnataka,Chikmagalur,2016,Groundnut,Rabi,2.16,66,24.04
Karnataka,Chikmagalur,2016,Horse_Gram,Kharif,0.32,65,24.15
Karnataka,Chikmagalur,2016,Horse_Gram,Rabi,0.12,73,24.58
Karnataka,Chikmagalur,2016,Jowar,Kharif,0.2,67,25.82
Karnataka,Chikmagalur,2016,Jowar,Rabi,0.58,74,23.13
Karnataka,Chikmagalur,2016,Maize,Kharif,3.52,67,25.03
Karnataka,Chikmagalur,2016,Maize,Rabi,3.28,63,25.93
Karnataka,Chikmagalur,2016,Moong_Green_Gram,Kharif,0.22,66,24.15
Karnataka,Chikmagalur,2016,Moong_Green_Gram,Rabi,0.26,66,24.04
Karnataka,Chikmagalur,2016,Onion,Kharif,9.42,67,23.57
Karnataka,Chikmagalur,2016,Onion,Rabi,11.59,73,24.58
Karnataka,Chikmagalur,2016,Potato,Kharif,8.79,66,23.57
Karnataka,Chikmagalur,2016,Potato,Rabi,14,74,23.13
Karnataka,Chikmagalur,2016,Ragi,Kharif,0.6,67,23.57
Karnataka,Chikmagalur,2016,Ragi,Rabi,1.42,63,25.93
Karnataka,Chikmagalur,2016,Rice,Kharif,2.39,65,24.15
Karnataka,Chikmagalur,2016,Rice,Rabi,2.57,66,24.04
Karnataka,Chikmagalur,2016,Sesamum,Kharif,0.88,70,23.57
Karnataka,Chikmagalur,2016,Sesamum,Rabi,1.6,73,24.58
